-4.000144970788511, -3.999167718353727
-3.9997075893672918, -3.999161798538132
-3.998419367318501, -3.999145132652031
-3.996713735949868, -3.9991218323146187
-3.995057873871606, -3.9990996290769116
-3.9934005821132947, -3.999077415200079
-3.991691582107209, -3.999054515052183
-3.9900314122449396, -3.9990322839208723
-3.9883698413509054, -3.9990100567893534
-3.98665647169637, -3.998987169386154
-3.98499211215629, -3.998964977142906
-3.983326419426654, -3.9989428158745
-3.981608896972091, -3.9989200255642663
-3.9799406261199795, -3.9988979570458216
-3.9782711767814942, -3.9988759513834817
-3.9765501856489833, -3.998853438377823
-3.974878997730174, -3.9988317602908205
-3.973207123584346, -3.998810187574023
-3.9714840775609397, -3.9987880739571815
-3.9698114468295884, -3.9987667328181744
-3.968138903098472, -3.9987455031643875
-3.9664163425734746, -3.998723713595805
-3.964745516169075, -3.998702623700212
-3.9630760167405246, -3.998681703582858
-3.9613574669113056, -3.998660439051154
-3.9596909421367164, -3.9986401871215613
-3.9580259722691573, -3.9986201628810263
-3.9563122797112666, -3.9985996942405952
-3.954650898917255, -3.998579888266798
-3.9529920252810378, -3.9985601028312545
-3.9512882018928526, -3.998539842280527
-3.9496521993493325, -3.9985253053237697
-3.9480654218820748, -3.9985133185444455
-3.9464895431738647, -3.9984870071246963
-3.944963981004016, -3.9984667423220945
-3.9433967455989287, -3.998443942127149
-3.9417218733861614, -3.998421162351155
-3.9400928921406675, -3.9983967590134464
-3.9384647020262076, -3.9983724220565287
-3.936787984145481, -3.9983473274756345
-3.9351610327331925, -3.9983231323071338
-3.9335343726510748, -3.998299122238214
-3.9318583368785682, -3.9982742448684423
-3.930231306597691, -3.99824993345768
-3.92860381473547, -3.9982254528011127
-3.9269263771199925, -3.998200038421852
-3.925297553602162, -3.998175188112802
-3.923667952344347, -3.9981501896868568
-3.921987944912245, -3.998124351639616
-3.920356299669852, -3.998099121086141
-3.9187236058465937, -3.9980738177890873
-3.9170400831718166, -3.9980475857736466
-3.9154047112856873, -3.9980219809971853
-3.9137679673916272, -3.99799624227877
-3.912080168572987, -3.997969592244084
